Zeta Potential,Power
-3.92e+1,1.23e-2
-3.77e+1,1.15e-2
-3.63e+1,1.08e-2
-3.49e+1,1.02e-2
-3.35e+1,9.64e-3
-3.20e+1,9.11e-3
-3.06e+1,8.63e-3
-2.92e+1,8.19e-3
-2.77e+1,7.78e-3
-2.63e+1,7.40e-3
-2.49e+1,7.04e-3
-2.35e+1,6.71e-3
-2.20e+1,6.41e-3
-2.06e+1,6.12e-3
-1.92e+1,5.85e-3
-1.78e+1,5.60e-3
-1.63e+1,5.37e-3
-1.49e+1,5.15e-3
-1.35e+1,4.94e-3
-1.20e+1,4.75e-3
-1.06e+1,4.56e-3
-9.18e+0,4.39e-3
-7.75e+0,4.23e-3
-6.33e+0,4.07e-3
-4.90e+0,3.93e-3
-3.47e+0,3.79e-3
-2.04e+0,3.66e-3
-6.13e-1,3.53e-3
8.15e-1,3.41e-3
2.24e+0,3.30e-3
3.67e+0,3.19e-3
5.10e+0,3.09e-3
6.53e+0,2.99e-3
7.96e+0,2.90e-3
9.38e+0,2.81e-3
1.08e+1,2.73e-3
1.22e+1,2.65e-3
1.37e+1,2.57e-3
1.51e+1,2.50e-3
1.65e+1,2.43e-3
1.80e+1,2.36e-3
1.94e+1,2.29e-3
2.08e+1,2.23e-3
2.22e+1,2.17e-3
2.37e+1,2.11e-3
2.51e+1,2.06e-3
2.65e+1,2.01e-3
2.80e+1,1.96e-3
2.94e+1,1.91e-3
3.08e+1,1.86e-3
3.22e+1,1.81e-3
3.37e+1,1.77e-3
3.51e+1,1.73e-3
3.65e+1,1.69e-3
3.79e+1,1.65e-3
3.94e+1,1.61e-3
4.08e+1,1.57e-3
4.22e+1,1.54e-3
4.37e+1,1.50e-3
4.51e+1,1.47e-3
4.65e+1,1.44e-3
4.79e+1,1.41e-3
4.94e+1,1.38e-3
5.08e+1,1.35e-3
5.22e+1,1.32e-3
5.37e+1,1.29e-3
5.51e+1,1.27e-3
5.65e+1,1.24e-3
5.79e+1,1.21e-3
5.94e+1,1.19e-3
6.08e+1,1.17e-3
6.22e+1,1.14e-3
6.37e+1,1.12e-3
6.51e+1,1.10e-3
6.65e+1,1.08e-3
6.79e+1,1.06e-3
6.94e+1,1.04e-3
7.08e+1,1.02e-3
7.22e+1,1.00e-3
7.37e+1,9.84e-4
7.51e+1,9.67e-4
7.65e+1,9.49e-4
7.79e+1,9.33e-4
7.94e+1,9.16e-4
8.08e+1,9.01e-4
8.22e+1,8.85e-4
8.37e+1,8.70e-4
8.51e+1,8.55e-4
8.65e+1,8.41e-4
8.79e+1,8.27e-4
8.94e+1,8.14e-4
9.08e+1,8.00e-4
9.22e+1,7.87e-4
9.36e+1,7.75e-4
9.51e+1,7.62e-4
9.65e+1,7.50e-4
9.79e+1,7.39e-4
9.94e+1,7.27e-4
1.01e+2,7.16e-4
1.02e+2,7.05e-4
1.04e+2,6.94e-4
1.05e+2,6.84e-4
1.07e+2,6.73e-4
1.08e+2,6.63e-4
1.09e+2,6.54e-4
1.11e+2,6.44e-4
1.12e+2,6.35e-4
1.14e+2,6.26e-4
1.15e+2,6.17e-4
1.16e+2,6.08e-4
1.18e+2,5.99e-4
1.19e+2,5.91e-4
1.21e+2,5.83e-4
1.22e+2,5.75e-4
1.24e+2,5.67e-4
1.25e+2,5.59e-4
1.26e+2,5.51e-4
1.28e+2,5.44e-4
1.29e+2,5.37e-4
1.31e+2,5.30e-4
1.32e+2,5.23e-4
1.34e+2,5.16e-4
1.35e+2,5.09e-4
1.36e+2,5.02e-4
1.38e+2,4.96e-4
1.39e+2,4.90e-4
1.41e+2,4.83e-4
1.42e+2,4.77e-4
1.44e+2,4.71e-4
1.45e+2,4.65e-4
1.46e+2,4.60e-4
1.48e+2,4.54e-4
1.49e+2,4.48e-4
1.51e+2,4.43e-4
