Zeta Potential,Power
9.71e+1,9.39e-7
9.85e+1,8.95e-7
9.99e+1,9.04e-7
1.01e+2,1.29e-6
1.03e+2,2.20e-6
1.04e+2,2.95e-6
1.06e+2,2.77e-6
1.07e+2,1.94e-6
1.08e+2,1.18e-6
1.10e+2,7.00e-7
1.11e+2,4.20e-7
1.13e+2,3.90e-7
1.14e+2,5.82e-7
1.16e+2,8.49e-7
1.17e+2,1.03e-6
1.18e+2,1.03e-6
1.20e+2,9.22e-7
1.21e+2,8.92e-7
1.23e+2,9.98e-7
1.24e+2,1.09e-6
1.26e+2,1.01e-6
1.27e+2,8.26e-7
1.28e+2,7.04e-7
1.30e+2,7.95e-7
1.31e+2,1.06e-6
1.33e+2,1.22e-6
1.34e+2,1.06e-6
1.36e+2,6.98e-7
1.37e+2,4.16e-7
1.38e+2,3.34e-7
1.40e+2,4.31e-7
1.41e+2,6.46e-7
1.43e+2,8.25e-7
1.44e+2,7.96e-7
1.46e+2,5.84e-7
1.47e+2,3.73e-7
1.48e+2,2.48e-7
1.50e+2,1.65e-7
