Zeta Potential,Power
4.35e+1,2.08e-3
4.49e+1,2.03e-3
4.64e+1,1.99e-3
4.79e+1,1.94e-3
4.94e+1,1.90e-3
5.08e+1,1.86e-3
5.23e+1,1.82e-3
5.38e+1,1.78e-3
5.53e+1,1.74e-3
5.68e+1,1.70e-3
5.82e+1,1.67e-3
5.97e+1,1.63e-3
6.12e+1,1.60e-3
6.27e+1,1.57e-3
6.41e+1,1.54e-3
6.56e+1,1.50e-3
6.71e+1,1.48e-3
6.86e+1,1.45e-3
7.01e+1,1.42e-3
7.15e+1,1.39e-3
7.30e+1,1.37e-3
7.45e+1,1.34e-3
7.60e+1,1.31e-3
7.74e+1,1.29e-3
7.89e+1,1.27e-3
8.04e+1,1.24e-3
8.19e+1,1.22e-3
8.34e+1,1.20e-3
8.48e+1,1.18e-3
8.63e+1,1.16e-3
8.78e+1,1.14e-3
8.93e+1,1.12e-3
9.07e+1,1.10e-3
9.22e+1,1.08e-3
9.37e+1,1.06e-3
9.52e+1,1.05e-3
9.67e+1,1.03e-3
9.81e+1,1.01e-3
9.96e+1,9.95e-4
1.01e+2,9.79e-4
1.03e+2,9.64e-4
1.04e+2,9.48e-4
1.06e+2,9.34e-4
1.07e+2,9.19e-4
1.08e+2,9.05e-4
1.10e+2,8.91e-4
1.11e+2,8.78e-4
1.13e+2,8.64e-4
1.14e+2,8.51e-4
1.16e+2,8.39e-4
1.17e+2,8.26e-4
1.19e+2,8.14e-4
1.20e+2,8.02e-4
1.22e+2,7.91e-4
1.23e+2,7.79e-4
1.25e+2,7.68e-4
1.26e+2,7.58e-4
1.28e+2,7.47e-4
1.29e+2,7.37e-4
1.31e+2,7.26e-4
1.32e+2,7.16e-4
1.34e+2,7.07e-4
1.35e+2,6.97e-4
1.37e+2,6.88e-4
1.38e+2,6.78e-4
1.40e+2,6.69e-4
1.41e+2,6.61e-4
1.42e+2,6.52e-4
1.44e+2,6.43e-4
1.45e+2,6.35e-4
1.47e+2,6.27e-4
1.48e+2,6.19e-4
1.50e+2,6.11e-4
1.51e+2,6.03e-4
1.53e+2,5.96e-4
1.54e+2,5.88e-4
1.56e+2,5.81e-4
