Zeta Potential,Power
6.19e+1,8.70e-3
6.34e+1,8.53e-3
6.48e+1,8.35e-3
6.63e+1,8.19e-3
6.78e+1,8.03e-3
6.92e+1,7.87e-3
7.07e+1,7.72e-3
7.22e+1,7.57e-3
7.36e+1,7.43e-3
7.51e+1,7.29e-3
7.65e+1,7.15e-3
7.80e+1,7.02e-3
7.95e+1,6.89e-3
8.09e+1,6.76e-3
8.24e+1,6.64e-3
8.39e+1,6.52e-3
8.53e+1,6.41e-3
8.68e+1,6.30e-3
8.82e+1,6.19e-3
8.97e+1,6.08e-3
9.12e+1,5.98e-3
9.26e+1,5.88e-3
9.41e+1,5.78e-3
9.56e+1,5.68e-3
9.70e+1,5.59e-3
9.85e+1,5.50e-3
9.99e+1,5.41e-3
1.01e+2,5.32e-3
1.03e+2,5.23e-3
1.04e+2,5.15e-3
1.06e+2,5.07e-3
1.07e+2,4.99e-3
1.09e+2,4.91e-3
1.10e+2,4.84e-3
1.12e+2,4.76e-3
1.13e+2,4.69e-3
1.15e+2,4.62e-3
1.16e+2,4.55e-3
1.17e+2,4.49e-3
1.19e+2,4.42e-3
1.20e+2,4.36e-3
1.22e+2,4.29e-3
1.23e+2,4.23e-3
1.25e+2,4.17e-3
1.26e+2,4.11e-3
1.28e+2,4.05e-3
1.29e+2,4.00e-3
1.31e+2,3.94e-3
1.32e+2,3.89e-3
1.34e+2,3.83e-3
1.35e+2,3.78e-3
1.37e+2,3.73e-3
1.38e+2,3.68e-3
1.39e+2,3.63e-3
1.41e+2,3.58e-3
1.42e+2,3.54e-3
1.44e+2,3.49e-3
1.45e+2,3.44e-3
1.47e+2,3.40e-3
1.48e+2,3.36e-3
1.50e+2,3.31e-3
1.51e+2,3.27e-3
1.53e+2,3.23e-3
