Zeta Potential,Power
3.16e+0,6.00e-5
4.58e+0,4.40e-5
5.99e+0,2.98e-5
7.41e+0,2.34e-5
8.82e+0,2.34e-5
1.02e+1,2.77e-5
1.16e+1,3.24e-5
1.31e+1,3.11e-5
1.45e+1,2.19e-5
1.59e+1,1.15e-5
1.73e+1,7.28e-6
1.87e+1,1.59e-5
2.01e+1,4.53e-5
2.15e+1,8.90e-5
2.30e+1,1.17e-4
2.44e+1,1.07e-4
2.58e+1,7.44e-5
2.72e+1,4.14e-5
2.86e+1,2.01e-5
3.00e+1,1.56e-5
3.14e+1,3.51e-5
3.29e+1,7.22e-5
3.43e+1,9.60e-5
3.57e+1,8.99e-5
3.71e+1,7.84e-5
3.85e+1,8.29e-5
3.99e+1,1.03e-4
4.13e+1,1.56e-4
4.28e+1,3.19e-4
4.42e+1,6.83e-4
4.56e+1,1.12e-3
4.70e+1,1.28e-3
4.84e+1,1.01e-3
4.98e+1,6.34e-4
5.12e+1,4.69e-4
5.27e+1,5.41e-4
5.41e+1,7.21e-4
5.55e+1,8.81e-4
5.69e+1,9.16e-4
5.83e+1,8.28e-4
5.97e+1,7.11e-4
6.11e+1,6.20e-4
6.26e+1,5.21e-4
6.40e+1,3.88e-4
6.54e+1,2.41e-4
6.68e+1,1.22e-4
6.82e+1,5.94e-5
6.96e+1,4.12e-5
7.10e+1,3.35e-5
7.25e+1,2.36e-5
7.39e+1,1.70e-5
7.53e+1,1.69e-5
7.67e+1,2.03e-5
7.81e+1,2.10e-5
7.95e+1,1.55e-5
8.09e+1,8.00e-6
8.24e+1,3.93e-6
8.38e+1,4.33e-6
8.52e+1,7.69e-6
8.66e+1,1.11e-5
8.80e+1,1.11e-5
8.94e+1,7.29e-6
9.08e+1,3.33e-6
9.22e+1,1.83e-6
9.37e+1,2.35e-6
9.51e+1,3.34e-6
9.65e+1,3.85e-6
9.79e+1,3.76e-6
9.93e+1,3.18e-6
1.01e+2,2.36e-6
1.02e+2,1.99e-6
1.04e+2,2.42e-6
1.05e+2,2.84e-6
1.06e+2,2.38e-6
1.08e+2,1.48e-6
1.09e+2,1.24e-6
1.11e+2,1.78e-6
1.12e+2,2.14e-6
1.13e+2,1.76e-6
1.15e+2,1.09e-6
1.16e+2,6.52e-7
1.18e+2,4.76e-7
1.19e+2,4.04e-7
1.21e+2,3.73e-7
1.22e+2,3.94e-7
1.23e+2,5.90e-7
1.25e+2,9.75e-7
1.26e+2,1.19e-6
1.28e+2,9.49e-7
1.29e+2,6.04e-7
1.30e+2,7.93e-7
1.32e+2,1.65e-6
1.33e+2,2.54e-6
1.35e+2,2.61e-6
1.36e+2,1.80e-6
1.37e+2,9.40e-7
1.39e+2,5.53e-7
1.40e+2,5.14e-7
1.42e+2,7.33e-7
1.43e+2,1.26e-6
1.45e+2,1.81e-6
1.46e+2,1.94e-6
1.47e+2,1.42e-6
1.49e+2,3.98e-7
