Zeta Potential,Power
7.16e+1,1.79e-4
7.30e+1,1.08e-4
7.45e+1,5.47e-5
7.59e+1,3.22e-5
7.73e+1,2.86e-5
7.88e+1,2.91e-5
8.02e+1,2.55e-5
8.16e+1,1.78e-5
8.31e+1,1.07e-5
8.45e+1,6.88e-6
8.60e+1,5.78e-6
8.74e+1,6.37e-6
8.88e+1,8.04e-6
9.03e+1,9.69e-6
9.17e+1,9.77e-6
9.31e+1,7.72e-6
9.46e+1,4.65e-6
9.60e+1,2.32e-6
9.75e+1,1.42e-6
9.89e+1,1.39e-6
1.00e+2,1.57e-6
1.02e+2,1.88e-6
1.03e+2,2.32e-6
1.05e+2,2.61e-6
1.06e+2,2.82e-6
1.08e+2,3.29e-6
1.09e+2,3.70e-6
1.10e+2,3.39e-6
1.12e+2,2.51e-6
1.13e+2,1.68e-6
1.15e+2,1.33e-6
1.16e+2,1.41e-6
1.18e+2,1.70e-6
1.19e+2,2.01e-6
1.20e+2,2.19e-6
1.22e+2,2.10e-6
1.23e+2,1.84e-6
1.25e+2,1.82e-6
1.26e+2,2.10e-6
1.28e+2,2.17e-6
1.29e+2,1.78e-6
1.30e+2,1.28e-6
1.32e+2,1.12e-6
1.33e+2,1.37e-6
1.35e+2,1.86e-6
1.36e+2,2.20e-6
1.38e+2,2.22e-6
1.39e+2,2.23e-6
1.41e+2,2.68e-6
1.42e+2,3.52e-6
1.43e+2,4.16e-6
1.45e+2,4.01e-6
1.46e+2,3.12e-6
1.48e+2,2.60e-6
1.49e+2,3.95e-6
1.51e+2,7.37e-6
1.52e+2,1.14e-5
1.53e+2,1.48e-5
