Zeta Potential,Power
4.77e-1,5.13e-4
1.91e+0,2.82e-4
3.34e+0,1.28e-4
4.77e+0,9.70e-5
6.20e+0,1.27e-4
7.63e+0,1.47e-4
9.06e+0,1.26e-4
1.05e+1,9.37e-5
1.19e+1,7.80e-5
1.34e+1,6.61e-5
1.48e+1,5.13e-5
1.62e+1,4.60e-5
1.76e+1,5.49e-5
1.91e+1,6.96e-5
2.05e+1,7.86e-5
2.19e+1,7.48e-5
2.34e+1,5.84e-5
2.48e+1,3.98e-5
2.62e+1,3.95e-5
2.77e+1,6.62e-5
2.91e+1,9.68e-5
3.05e+1,9.93e-5
3.20e+1,7.89e-5
3.34e+1,6.94e-5
3.48e+1,8.03e-5
3.62e+1,8.64e-5
3.77e+1,8.01e-5
3.91e+1,9.80e-5
4.05e+1,1.76e-4
4.20e+1,3.18e-4
4.34e+1,5.31e-4
4.48e+1,7.89e-4
4.63e+1,9.47e-4
4.77e+1,8.70e-4
4.91e+1,6.68e-4
5.06e+1,5.88e-4
5.20e+1,6.63e-4
5.34e+1,7.26e-4
5.48e+1,7.53e-4
5.63e+1,8.68e-4
5.77e+1,1.00e-3
5.91e+1,1.01e-3
6.06e+1,9.52e-4
6.20e+1,9.18e-4
6.34e+1,8.59e-4
6.49e+1,7.14e-4
6.63e+1,5.36e-4
6.77e+1,4.06e-4
6.92e+1,3.37e-4
7.06e+1,2.73e-4
7.20e+1,1.97e-4
7.34e+1,1.31e-4
7.49e+1,8.78e-5
7.63e+1,6.66e-5
7.77e+1,6.77e-5
7.92e+1,8.14e-5
8.06e+1,9.33e-5
8.20e+1,9.88e-5
8.35e+1,9.33e-5
8.49e+1,7.00e-5
8.63e+1,3.80e-5
8.78e+1,1.48e-5
8.92e+1,5.81e-6
9.06e+1,5.80e-6
9.20e+1,8.99e-6
9.35e+1,1.12e-5
9.49e+1,1.08e-5
9.63e+1,9.02e-6
9.78e+1,8.37e-6
9.92e+1,9.30e-6
1.01e+2,9.59e-6
1.02e+2,7.88e-6
1.03e+2,5.81e-6
1.05e+2,5.27e-6
1.06e+2,6.12e-6
1.08e+2,7.08e-6
1.09e+2,6.99e-6
1.11e+2,5.61e-6
1.12e+2,3.67e-6
1.14e+2,2.07e-6
1.15e+2,1.15e-6
1.16e+2,8.05e-7
1.18e+2,8.65e-7
1.19e+2,1.10e-6
1.21e+2,1.27e-6
1.22e+2,1.24e-6
1.24e+2,1.17e-6
1.25e+2,1.57e-6
1.26e+2,2.42e-6
1.28e+2,2.86e-6
1.29e+2,2.32e-6
1.31e+2,1.44e-6
1.32e+2,1.08e-6
1.34e+2,1.37e-6
1.35e+2,1.84e-6
1.36e+2,2.10e-6
1.38e+2,2.24e-6
1.39e+2,2.36e-6
1.41e+2,2.27e-6
1.42e+2,2.02e-6
1.44e+2,1.90e-6
1.45e+2,1.94e-6
1.46e+2,2.03e-6
1.48e+2,2.42e-6
1.49e+2,3.22e-6
